site_id,ratings,text_reviews
ChIJryijc9s0K4gRG9aU7SDTXdA,5,"Phenomenal. The food was fantastic. I could only get a seat in the bar section, so the menu is slightly different.  We ordered everything off the many for a group of four and it was all phenomenal. A good selection of dishes and deserts.  Reasonably priced too, for being the best restaurant around."
ChIJryijc9s0K4gRG9aU7SDTXdA,5,"Fantastic restaurant when you're looking for a nicer meal and are OK with spending a few extra dollars. The staff is attentive, the wine list is great and they gave daily specials. I loved the way they prepared my beef and veggies. 

I definitely recommend making reservations and heading over earlier to make sure you can get in."
ChIJryijc9s0K4gRG9aU7SDTXdA,4,"Alo does an excellent job of bringing art to the plate. They are very detailed in how they construct the plates as well as the elements that went into the dish. I must say all flavors worked very well and each plate felt like a seamless transition. The staff are extremely professional and provide the high class environment you pay for. You'll spend about 200 a person after tax and tip for a ten course meal. It took my table just under 3 hours. Bathrooms are beautiful, decor is modern. I thoroughly enjoyed and wish I had more of 6/10 dishes. At this price point, I expect all plates to awe... then you'll get my full 5 stars."
ChIJryijc9s0K4gRG9aU7SDTXdA,5,Best restaurant in Toronto. Dining here. Service and food was extraordinary. Staff didn't miss a beat and were very polite. Great atmosphere and would highly recommend
ChIJryijc9s0K4gRG9aU7SDTXdA,5,"A spectacular melange of gastronomical delights. Service par excellence. A hidden gem in plain sight. Wonderful juxtaposition of place and space. Fantastic bar. And the bread! The bread. So pillowy and warm. What an experience. If you can book it, do it. The service was impeccable. Very friendly and unpretentious. The food was incredible. Better than any of the Michelin star restaurants I've been to. The wines were exotic and delicious. Can't say a single negative thing about this place."
ChIJ6Z2CjtE0K4gRNUgpAr1SDbk,5,"The service was amazing, as was their whiskey selection. Food quality was superb. My wife and I enjoyed an amazing meal here. They split dishes up so that we could have our own tastings. The selection was extensive. Being able to select local beef as well as USDA prime or Japanese Kobe was a treat."
ChIJ6Z2CjtE0K4gRNUgpAr1SDbk,5,"I don't know where to begin... the service was incredible, the food was excellent, and the whiskey/wine selection was unlike anything I have seen in the U.S. I had the A5 Hokkaido tenderloin, and my wife had the mushroom pasta- both were delicious. The fried feta appetizer was our favorite thing we ate while in Toronto... it was incredible. I would highly recommend getting a reservation here if you're looking for a nice dinner."
ChIJ6Z2CjtE0K4gRNUgpAr1SDbk,5,I went to Michael's for my girlfriends birthday dinner and it definitely lived up to the hype. It was outstanding in every sense of a dining experience. I had the Kobe steak which was presented to me with a special knife of my choice. It was a really awesome experience. I would definitely recommend trying it out at least once.
ChIJ6Z2CjtE0K4gRNUgpAr1SDbk,4,Want to impress your date or coworkers?  Take them here.  Want to go broke on delicious food? Go here.  Want to grab a steak and a beer then this isn't your place.  It's a really fancy place to eat but I just couldn't justify eating here unless it was a VERY special occasion
ChIJ6Z2CjtE0K4gRNUgpAr1SDbk,5,"I haven’t had a dining experience quite like this before. They were incredibly attentive to all of our needs, always asking how things were and if we were enjoying our meals. They wanted to give us the best possible service. I’d highly recommend giving them a try."
ChIJG1ubn9s0K4gRJlAfFrJF15s,4,"Cozy and inexpensive Italian restaurant with hearty pasta, filling sandwiches, large healthy salads and small but okay selection of wines. The restaurant is good enough for a date or dinner with friends, but instead of fancy King West vibe, the ambience here is more of a family Italian trattoria with homemade food. I often grab their pasta or salad for lunch to go, and it feeds me all day long."
ChIJG1ubn9s0K4gRJlAfFrJF15s,5,"I made a reservation for a large group of 13 on a Tuesday evening, the staff were very kind and accommodating to us all, being such a large group in a modestly sized restaurant downtown core of Toronto I am very appreciative of their efforts. The food was just as amazing as the staff, try the pizza or the pasta or both! that's what we all did and it was very worth while.  I really hope to go again soon to try their other dishes!"
ChIJG1ubn9s0K4gRJlAfFrJF15s,5,"Ate here after the Raptor's parade. Been coming off and on for years, but it's been a while since I last ate at this establishment.

The service was great - my 2 year old daughter wolfed down the food, it was so good!

Highly recommend."
ChIJG1ubn9s0K4gRJlAfFrJF15s,5,Eaten at Fusaro's three or four times now and will definitely go again! Their pasta is to die for. I'm vegetarian and love getting the primavera. Wish I knew the secret to their sauce! The service is very friendly too.
ChIJG1ubn9s0K4gRJlAfFrJF15s,5,"One of the best Italian restaurants around. I probably had their Fiorentina more than 10 times. A great vibe, good service and great people. Highly recommend this place for their food!"
ChIJt-SE0aQ1K4gRvgMte-DhLnk,5,It was so yummy and filling. Only street parking and they accept master card. The ventilation system keeps you from smelling like dinner all evening. Fairly small restaurant so you may need to share a large table.
ChIJt-SE0aQ1K4gRvgMte-DhLnk,4,"All you can eat Korean BBQ!!! What more can I say?
Great service. If your grill is getting chard, don't worry they will replace it before you even need to ask.
Quick service. After you fill out the paper, the food platters arrive within 2 minutes.
Food quality. Seems to be fresh enough to be served to my friend who has stomach problems.
Food flavour. Those beef ribs!!! Oh gosh so default but so good!
Will return!"
ChIJt-SE0aQ1K4gRvgMte-DhLnk,3,"ARTERIES in beef slices. There's nothing worse than eating delicious food and taking a bite and getting hard chewy tubes in your mouth to which you pull out and to utter disgust lose your appetite... But besides that the food is amazing, the staff are fast and friendly, and they also filled our waters often! (I drink a lot of water). 
If you don't mind risking your appetite being ruined by finding harmless arteries in your meat then go! Yummm"
ChIJt-SE0aQ1K4gRvgMte-DhLnk,5,Excellent food. Excellent service. Overall it is a cheap and pleasant experience. Be aware the Chum Churum is actually a hard liquor and it's potent to say the least.....
ChIJt-SE0aQ1K4gRvgMte-DhLnk,5,I've been going to the location for a number of years and always have a good self-grill experience. The beef raw meats are nice marinated and are my favourite with the salmon. Tables and grills are clean and the staff is fast and friendly.
ChIJS1HeGM7T1IkR49_PD388HCY,5,"I love this place. Food is always great and staff is friendly. They are closed Sundays. There is very limited seating inside. Warning, they do sometimes run out of a particular dish by dinner time as things do get sold out so get there earlier in the day, or place your order ahead of time. There is always a line up here but it is worth it!"
ChIJS1HeGM7T1IkR49_PD388HCY,5,"The taste and the quality of preparation. I had Red Snapper fish meal, delicious! The price is a little bit high compared to other restaurant. If you want taste, this is the place. The place was full and this restaurant is very popular in the area. They loved the food selection. High fives!"
ChIJS1HeGM7T1IkR49_PD388HCY,4,"Popular Caribbean takeout in the area. And the food is out of this world. What can I say? This place is simply amazing food. They are always busy at lunch time. But it's always done right and delicious. Good prices. Daily specials. With a wide variety of food choices, you can't go wrong with this authentic Caribbean food."
ChIJS1HeGM7T1IkR49_PD388HCY,5,"I am a big fan of the place even though I just found out about it recently. For once in very few times I found great food from a great place with great courteous service. No more screw face, eye rolls, kiss teeth, and attitudes in order to get good food to eat. Big props to Chris and his staff, keep up the great work and even better food! See you next week! 
P.s. Everything I have eaten her is second to none. Oxtail, jerk chicken, fried chicken was ridiculous!!🥇🔥"
ChIJS1HeGM7T1IkR49_PD388HCY,5,"everyone there is always real nice! love their hot sauce. the jerk chicken poutine is my favorite item here. they give more than enough meat, cheese and gravy. very filling...its become a weekly go to place for lunch."
ChIJhYdh1s80K4gRQNrXOimhfPE,5,Fantastic meat pie. No kangaroo pies though so that's weird. Take home pies in 4 packs is a great idea. Highly recommend.
ChIJhYdh1s80K4gRQNrXOimhfPE,4,The pepper steak was delicious but the Aussie traditional is over thought; it needs nothing more that meat and gravy.
ChIJhYdh1s80K4gRQNrXOimhfPE,1,"Kind of hit and miss.  A lot of times you go in, even during peak times like lunch hours or dinner hours, and they just don't have any selection.  Went in at 1:00 pm to find out no sausage rolls.  When I complained, I was branded ""rude"" and ""yelling"" at the employee, who refused to give me my money back and then told me she is refusing to serve me because  of it.  I didn't yell at her; I asked for my money back and when she told me that I would have to wait for manager, I told her that was ridiculous and that she should call someone to determine how to refund my money.  I realize this girl is only in there one day a week (Thursday), but perhaps it is one day too many!  She continued to berate me while I was there, so I finally just gave her the finger and left the store.  She ran out of the store yelling at me as I'm walking down the street.  Management really needs to be more discerning when hiring people.  I'm a very regular customer, and I suspect that I (used to) spend more money in a week in that place (purchasing $24.00 boxes of 4 pies for office staff, etc.) than they even pay her.  Bad form all around!"
ChIJhYdh1s80K4gRQNrXOimhfPE,5,"These meat pies are so good, my friend from Australia said they're almost too good to be authentic because the ones he had in Australia were worse."
ChIJhYdh1s80K4gRQNrXOimhfPE,3,"This is the kind of places where you go once and then you completely forget.  The pies are good, nothing exceptional, but VERY pricey ($15 CAD for two small pies!!!).
The pepper steak is good and comes with some chunks of meat, but the original (ground beef) is more gravy than meat...
Very disappointed..."
ChIJx2sC4dM0K4gREJyRW3vdakw,5,"Amazing service, wonderful food. Great selection of drink and the specialty drinks taste great. Top it off with the buck a shuck or two dollar cocktail shrimps, and you have a great time."
ChIJx2sC4dM0K4gREJyRW3vdakw,4,Went here for my wife’s birthday. Cool place and tasty food. Dishes were little bit too simple for the price.
ChIJx2sC4dM0K4gREJyRW3vdakw,5,The food and service were excellent. Our waiter Gabriel was THE best and helped make my birthday perfect.
ChIJx2sC4dM0K4gREJyRW3vdakw,5,"Fantastic meal and excellent service.  My steak was cooked perfectly.

Note, their crab cake is not the best.  Texture was similar to a overcooked hamburger."
ChIJx2sC4dM0K4gREJyRW3vdakw,5,I have loved oysters and shrimp for quite a long time and so while staying overnight on my own before an excellent presentation by Fidelity Investments at Roy Thomson Hall I decided to cross the road having heard they had a happy hour special. Buck a shuck oysters and $2 jumbo shrimp. Enough said. It was OUTSTANDING!!! I will make this my next stop when in TO and also look at what they offer for dinner too. If it is anything near the service and quality that I found yesterday then they have a fan for life.
ChIJcx1yDsM0K4gRnX8faXSfHuQ,5,"One of my favorite Pho places. Open 24 hours, quick service, regular proper and polite people. Most importantly, delicious food! All the condiments one needs on the side to warm the belly. Keep in mind it is CASH ONLY. Love the seat yourself option. Highly recommend."
ChIJcx1yDsM0K4gRnX8faXSfHuQ,5,"Hahaha, how do you not know this place if you are a night owl??? This place open 24 hours at China town a few doors next to dragon city. Must try this place, will not disappoint you! The soup is always fresh"
ChIJcx1yDsM0K4gRnX8faXSfHuQ,5,Solid pho and consistent despite being open 24 hours! Great option for a hearty breakfast or late night snack.
ChIJcx1yDsM0K4gRnX8faXSfHuQ,4,"so if you're like me and you've wandered around in the middle of the night when most places are closed then you might have found your way to this 24 hour restaurant.

1. the best part about this place is it is 24/7
2. the place is a little dingy but let's be real. if you're out at 4 or 5am you're not looking for how good the interior is. personally for me it gives me a ""hidden away restaurant"" vibe
3. the proportion of the food is bigger than other places of the same size. however the price might be at least a dollar more than other places. i might be wrong on that. gotta double check. also be aware that ""snacks"" like deep fried springrolls can be a whole meal by itself.
4. lastly the food. as pho lovers we all know the places with the best pho that have the best sweet sour savoury clear soup. If you're looking for that then this isn't the place for you.
Honestly it could use a tweak and a bit more skimming of the soup, but there's this strange uniqueness to the taste that keeps me coming back. 
I also find myself very comfortable eating here than other places. maybe it's nostalgia of all those years of wandering the night where i just wanted to be left alone to eat in solitude? maybe it's the same reason as how people know there are better burgers out there and yet keep going back to McDonalds?"
ChIJcx1yDsM0K4gRnX8faXSfHuQ,4,"Only place that’s available throughout the night so if you want pho this is the place to go.
I understand that many restaurants give tap water but the taste of their tap water was so obvious that I could really drink it.
They made up for that with their excellent service and decent food ( plus it’s 24h )
4 stars!"
ChIJS6TSi9Y0K4gRhnLajfL7RVY,5,"This place was perfect. Although I did not feel as if it was a top notch high end restaurant it gives you everything plus more. 

The service was great and the drinks were out of this world! 10/10 

We ordered both types of 3 courses. Was both great but the indigenous course was amazing. I fell in love on the first bite. Each bite broke down more flavors then the one before. As if I was in a dream eating my perfect meal. I come from Chicago and love cooking and food and this was my favorite part of Canada. 

Looking at the city enjoying a perfect time with no worries made me feel so at ease. After the meal you get the sky deck for free so why spend money to just view if you can get the whole package."
ChIJS6TSi9Y0K4gRhnLajfL7RVY,3,Average food. Average service. Definitely not worth it if you don’t get to sit on the tables by the window. The dishes we were served in were actually quite sad and definitely need to be upgraded. I would recommend just buying the ticket and going up the tower if you want and spend the rest of your money well by going to a nicer restaurant close by... that’s probably a better plan
ChIJS6TSi9Y0K4gRhnLajfL7RVY,5,"Went here to celebrate a birthday. Surreal experience. This is definitely top of the line. If you want to wow someone, you get them a dinner at the 360 restaurant around sunset time. The night view is an incredible vibe and the food choice is pretty good for a high end fine dine. I’ve tried the duck here, with their cheesecake dessert and I was quite satisfied. The service is exceptional, of course. You have to be ready to drop some good money on your meal because it’s the experience that you’re paying for. I would recommend going here for big events, reunions or birthdays."
ChIJS6TSi9Y0K4gRhnLajfL7RVY,3,"If you’re a tourist and want to see the CN Tower, booking a lunch/dinner reservation at 360 is *very* worth it. The reservation will let you take the elevator to the revolving restaurant at the top (no line up!) and then direct access to the skywalk underneath. 

View is AMAZING. Food is average. I think it’s worth it, you get perks of the ambience more than anything else."
ChIJS6TSi9Y0K4gRhnLajfL7RVY,3,"Revolving restaurant with a very nice view above Toronto! I ordered a fixed menu, which includes the entrance fee to the observation deck one level down. The food was nicely presented, but nothing special or extraordinarily good in taste. I was missing spices! In my opinion the service was quick and pushy concerning the tip!"
ChIJYZ-WAS3L1IkRiynaqBHsQZs,4,Great hidden location tucked away on front street. Easy to miss but fairly spacious once you walk in. One of the easier locations to find seats on a Friday afternoon after work. Drinks are standard downtown prices but there are specials on most days. More of a drinks plus snacks place than a dinner spot.
ChIJYZ-WAS3L1IkRiynaqBHsQZs,5,"I work with an International Charity Organization. Recently we hosted a pre-event VIP party at The Bottom Line. This was part of a large fundraiser event we were running at the Hockey Hall of Fame. What an amazing way to kickoff this vital annual fundraiser initiative for us. The VIP party at The Bottom Line was the second year we hosted there, so we knew we could depend again on Wayne, Matty and the rest of TBL crew to provide an unforgettable experience for our guests. Another great success. Thank you so much!"
ChIJYZ-WAS3L1IkRiynaqBHsQZs,3,As a visitor from out of town we were pleased that we were able to walk in and get a seat without waiting before a Leafs game but we were all a little disappointed with the portion sizes.  I have had appetizers larger than the main course ! received outside of the city.  Because of this I won't go back and instead try a different place that might inch closer to my expectations
ChIJYZ-WAS3L1IkRiynaqBHsQZs,5,"Amazing place, amazing staff, margaritas are delicious and Wayne is the best :) If you need to cool down during this hot summer you should definitely come in bottom line, sit at the bar and have a cold lagunitas IPA. ;)"
ChIJYZ-WAS3L1IkRiynaqBHsQZs,4,Good atmosphere.  Love going to this place before a leafs or raptors game.  Wonderful staff.  Love the simply menu and great selection of beers.  Totally recommend it.
ChIJg8QKis00K4gRxBmvInxa51o,5,Been there twice. & I was very much pleased. They are consistent with their service. The food is always delicious. A comfortable place to pass a good time. I will go back again for sure.
ChIJg8QKis00K4gRxBmvInxa51o,4,"Came here tonight and stayed for a while to catch the game.

Pros:
- server was super nice
- place was funky with cool decor, and very comfortable
- great drink selection

Cons:
- food was just okay. Had the 10oz steak and I was disappointed with how plain the steak and the side was, especially given at that price point it should be pretty decent
- our server was nice, but there was noticeably long gaps between her checking in on us. I notice her section seemed to be much larger than it would be for a normal restaurant

I would come back, but I wouldn't be excited about it. It's a comfortable place to have drinks and chat, but the food isn't going to blow you away."
ChIJg8QKis00K4gRxBmvInxa51o,5,"consistently excellent. Service is friendly and the menu has great options at many price points. The vibe is casual but the kitchen clearly takes their job seriously. It's always interesting to see how Toronto restaurants carry themselves after being open for a few years.

Pro tip- if you love their meat program (including their excellent burgers), you can order them to be delivered to your house through their West Side Beef Co extension."
ChIJg8QKis00K4gRxBmvInxa51o,5,"Stumbled upon this place as every other place was packed for the Game 6 Raptors game. Would like to say, it was a great experience and their service was great and thanks for them to allow us sitting on the patio to watch the game. The drake burger was delicious and will definitely stop by there again."
ChIJg8QKis00K4gRxBmvInxa51o,5,Amazing food!! I’ve been a few times and never disappointed. Friendly staff and lovely atmosphere. Food is just fab!
ChIJdfCcBsI0K4gRwxAyCzI_VGw,5,"Amazing food and kind owner!! 

I was asking the owner some questions and he was open about sharing some cooking tips with me! This is what veganism is all about! 

My friend and I loved the spinach and basil crepe so much that we came back the next day and ate the same thing! Also loved the 42 ingredient salad. Yum yum yum."
ChIJdfCcBsI0K4gRwxAyCzI_VGw,5,"Great food! The service was very friendly. At first, the salad bowl didn't have any sauce on it, so I asked for it on the side (I'm a sauce guy). The server let me know it isn't necessary since each items in the bowl are packed with their own flavour. She was right!"
ChIJdfCcBsI0K4gRwxAyCzI_VGw,5,Great Gluten Free Buckwheat Crepes! Even had savory options. Fresh squeezed juice and smoothies. All were very good.  Not too sweet not too salty. Would go back again!
ChIJdfCcBsI0K4gRwxAyCzI_VGw,5,"Super friendly staff. We had to change my friend's order a few times and they were very understanding. Cute atmosphere inside, nice music. Cool deco. Nice natural light. Good seating space outside and sort of small inside but still a good amount of seats if you get there early or go mid day. The food was yummy. Will definitely be back to try more."
ChIJdfCcBsI0K4gRwxAyCzI_VGw,4,"Really good food. Delicious smoothies as well with your favourite choice of milk, I had coconut milk. Well priced and awesome service. They have a soup and salad for brunch that was really filling and tasty. I will definitley go back again whenever I'm in the area and in the mood of some good vegetarian food."
ChIJYY4qFdM0K4gRDydzDiP-VAE,5,"Newly redecorated, they added new elements, and opened up the lobby. Not too fond of the weird chandeliers, they could have chosen something that flowed better with the original design. The carpet on the mezzanine looks like it was scribbled in by small children. The original clock was saved, from the spiral staircase, and is now displayed over the champagne bar in lobby. Quite a beautiful hotel, join their loyalty program, they don't ask for email or passwords, just a DOB to track the account."
ChIJYY4qFdM0K4gRDydzDiP-VAE,5,"Great location in downtown Toronto.  I recommend a suite. Nice dining locations at or near the hotel as well. The suite I stayed in had a very nice Victorian feel, right down to the door trim. The bed was plush and very comfortable. The staff and room service was very pleasant and the food was spot on. If you can afford it I highly recommend this hotel."
ChIJYY4qFdM0K4gRDydzDiP-VAE,4,"Great location opposite Union Station. Good hotel, rather cavernous and in places in need of repairs. I got a ""refurbished"" room which was generally very good:  clean, modern and roomy. The only downside was it was hard to sleep at night due to loud guests in the corridors coming back from bars and casinos. Overall though, a good hotel."
ChIJYY4qFdM0K4gRDydzDiP-VAE,5,"Absolutely beautiful renovations. Nice pool and fitness facilities. The locker room was great with a steam room and full showers. All of the meeting spaces we're gorgeous. The staff was amazing and friendly.

The location is convenient with access to the Path, Union Station, and a 10 minute walk to the convention center. It's nice to stay at a hotel with some history and top notch amenities. I really enjoyed my stay and the change of pace from the more modern hotels."
ChIJYY4qFdM0K4gRDydzDiP-VAE,5,"The staff was incredibly helpful! The hotel is clean and beautiful. We have been traveling with my 92 year old Mother, and they willingly allowed us to check in as soon as we arrived, so my Mother could rest from the trip. They lent us a wheelchair to use for her when we walked to eat at a restaurant nearby. I would highly recommend this hotel, and hopefully will be able to come back to stay here in the future. (We are from Texas)."
ChIJCY6ScbE0K4gRVKncxW5Gylk,5,I came back after years of not having been to this place when I moved out of the downtown core. The service remains impeccable! maybe even better actually. My fave dish - sashimi don was exactly as I remembered fresh and tasty - which is the reason why I fell in love with it in the first place. I agree with everyone this place is a hidden gem. Thank you Tokyo sushi for remaining consistent with your impeccable service and food.
ChIJCY6ScbE0K4gRVKncxW5Gylk,5,A tiny little spot on St. Joseph but great great food.  The best part is since it is hidden on this side street only people who know how great it is or by recommendation go there.  So the quality of food and service does not deteriorate.  I also appreciated the manager's very polite and professional service approach.   Great food and service👍👍
ChIJCY6ScbE0K4gRVKncxW5Gylk,4,Roll was good and I like the rice ball. The don isn’t that fresh. Maybe I just have too high standard. But this is definitely a to go place if you want a casual meal on a normal day
ChIJCY6ScbE0K4gRVKncxW5Gylk,5,"One of the best restaurants in Toronto. Excellent food, affordable prices and very good service. Elliot makes us feel like home. He is very kind, gentle and is engaged to keep the quality level of this beautiful place. I'm returning to my country but I'm gonna miss this restaurant forever. All the best for you guys."
ChIJCY6ScbE0K4gRVKncxW5Gylk,4,Love it...love it...love it.  Food was very good and service was super.  My only comment....just some musty smell I noticed when we walked in.
ChIJ5SAhacI0K4gRcZIhQKAyDTs,4,"Excellent fish and chip spot. Food  is tasty and very reasonably priced. Staff is mostly friendly. Decor is so-so at best.
Absolutely the worst thing about this place is that they don't have real knives and forks. Just plastic ones even when eating in. I don't know how the environmentally friendly folks in The Market haven't made them change this stupid practice."
ChIJ5SAhacI0K4gRcZIhQKAyDTs,5,"One of the best battered fish in the city, chips are not bad. Miss Vickie’s Batter is definitely worth the extra charge. They make their own coleslaw and tartar sauce. Spacious inside. Battered mushrooms are good as well."
