lat,lng
43.64929,-79.40578
43.65017,-79.40595
43.64996,-79.40285
43.65336,-79.36974
43.67528,-79.42322
43.79268,-79.34511
43.66579,-79.44826
43.65916,-79.40833
43.64142,-79.38211
43.69087,-79.29646
43.66142,-79.38256
43.76665,-79.41327
43.6535,-79.38892
43.64122,-79.42526
43.64424,-79.41119
43.64938,-79.43555
43.66947,-79.37139
43.70686,-79.40043
43.65115,-79.39132
43.64513,-79.40207
43.65935,-79.34469
43.64667,-79.38969
43.66864,-79.37612
43.77885,-79.35288
43.65097,-79.39417
43.64619,-79.40303
43.64249,-79.38134
43.64108,-79.3786
43.63834,-79.40939
43.62348,-79.48126
43.70392,-79.43371
43.7629,-79.41174
43.64835,-79.45213
43.67152,-79.37243
43.64259,-79.38178
43.6638,-79.38632
43.7492,-79.27036
43.64625,-79.45117
43.64695,-79.39753
43.76216,-79.32471
43.65362,-79.403
43.64334,-79.41653
43.65482,-79.3399
43.59941,-79.54684
43.63725,-79.40376
43.67532,-79.4062
43.73141,-79.27533
43.64267,-79.43178
43.6428,-79.38371
43.64179,-79.425
43.67629,-79.34418
43.67617,-79.35736
43.69097,-79.43526
43.66391,-79.44433
43.66706,-79.42818
43.66241,-79.42335
43.63327,-79.54589
43.66858,-79.41988
43.65684,-79.41911
43.64963,-79.40105
43.64228,-79.39124
43.63978,-79.38917
43.64262,-79.38078
43.76516,-79.40818
43.6665,-79.40537
43.7055,-79.51858
43.65093,-79.42613
43.66384,-79.43398
43.6426,-79.38999
43.68476,-79.31797
43.71647,-79.26099
43.66669,-79.38406
43.6387,-79.39767
43.65327,-79.43636
43.64292,-79.37763
43.71533,-79.2776
43.81602,-79.29032
43.67121,-79.40194
43.79389,-79.34072
43.69274,-79.36721
43.641,-79.39313
43.65584,-79.38362
43.79312,-79.33847
43.79466,-79.339
43.69759,-79.39115
43.63897,-79.38385
43.64095,-79.42355
43.66462,-79.44669
43.64483,-79.39059
43.66007,-79.34115
43.69794,-79.44739
43.73053,-79.60925
43.77793,-79.4134
43.68577,-79.43516
43.67137,-79.28356
43.60896,-79.55068
43.65807,-79.44841
43.68194,-79.43866
43.68834,-79.4249
43.64997,-79.42631
43.64899,-79.40498
43.63739,-79.40149
43.63741,-79.40559
43.7383,-79.40291
43.64611,-79.39639
43.66527,-79.45537
43.65842,-79.37745
43.68541,-79.29015
43.66683,-79.41679
43.63637,-79.39933
43.69353,-79.45012
43.65383,-79.44075
43.66899,-79.36999
43.64123,-79.38232
43.63966,-79.3806
43.64761,-79.39756
43.64092,-79.39679
43.66384,-79.35209
43.67082,-79.38714
43.64548,-79.37762
43.64728,-79.39328
43.67544,-79.42403
43.64299,-79.38066
43.79707,-79.32062
43.72217,-79.3807
43.6405,-79.39914
43.72334,-79.25678
43.66616,-79.38621
43.75287,-79.29343
43.72629,-79.32884
43.6703,-79.36936
43.67659,-79.35671
43.63921,-79.38871
43.64124,-79.41127
43.68002,-79.34638
43.77855,-79.41394
43.63756,-79.40396
43.6396,-79.38075
43.66713,-79.42083
43.64507,-79.37658
43.67138,-79.39503
43.66892,-79.41819
43.66757,-79.37253
43.66629,-79.37064
43.65356,-79.39707
43.64283,-79.40783
43.6628,-79.37642
43.66532,-79.40645
43.6488,-79.36131
43.78617,-79.13376
43.64846,-79.39232
43.64862,-79.39189
43.66457,-79.38377
43.73743,-79.24734
43.65621,-79.40679
43.65711,-79.42054
43.73812,-79.44894
43.79341,-79.284
43.74378,-79.40028
43.76902,-79.26058
43.66672,-79.42571
43.66774,-79.31083
43.72832,-79.39357
43.64443,-79.41466
43.67306,-79.43264
43.70863,-79.40135
43.66461,-79.38334
43.7965,-79.28337
43.66919,-79.42448
43.65502,-79.39739
43.68379,-79.31788
43.7734,-79.25341
43.66043,-79.3811
43.67111,-79.37929
43.66007,-79.44321
43.80083,-79.15639
43.65404,-79.37573
43.64359,-79.38969
43.64239,-79.42523
43.64148,-79.39664
43.67033,-79.28747
43.75262,-79.2938
43.66079,-79.36462
43.65143,-79.42651
43.69597,-79.40078
43.79521,-79.28429
43.67127,-79.3952
43.79696,-79.2829
43.79745,-79.28441
43.64194,-79.38151
43.6808,-79.34198
43.73235,-79.32476
43.79826,-79.28345
43.79296,-79.2824
43.79366,-79.29074
43.63765,-79.43915
43.66136,-79.41676
43.684,-79.34024
43.64916,-79.42543
43.64701,-79.39189
43.78816,-79.16684
43.63901,-79.3978
43.66914,-79.40936
43.65698,-79.36898
43.69069,-79.32289
43.66341,-79.44086
43.64385,-79.39043
43.63933,-79.3967
43.67209,-79.38846
43.64083,-79.39825
43.65609,-79.43296
43.64267,-79.42638
43.64503,-79.41319
43.65518,-79.39893
43.64192,-79.3806
43.67162,-79.28726
43.7784,-79.351
43.64722,-79.40388
43.79427,-79.28574
43.66224,-79.41489
43.64418,-79.4045
43.63609,-79.40626
43.66928,-79.38498
43.7352,-79.27147
43.677,-79.42392
43.64193,-79.40033
43.64663,-79.39423
43.6372,-79.41585
43.64129,-79.38332
43.68174,-79.32074
43.67742,-79.41621
43.66084,-79.44231
43.66006,-79.42534
43.6416,-79.38071
43.6774,-79.4482
43.64306,-79.40204
43.64122,-79.38079
43.67125,-79.37597
43.64354,-79.38294
43.66353,-79.34024
43.66951,-79.38327
43.78874,-79.21723
43.66596,-79.38553
43.66945,-79.37141
43.61997,-79.48325
43.64503,-79.38133
43.67156,-79.32026
43.65654,-79.39186
43.65509,-79.43687
43.64501,-79.39185
43.82468,-79.29155
43.67374,-79.40297
43.63735,-79.40491
43.66033,-79.33836
43.65578,-79.41268
43.63714,-79.40414
43.78433,-79.4233
43.64259,-79.42375
43.66685,-79.38832
43.65334,-79.43701
43.65423,-79.40649
43.65553,-79.40623
43.65957,-79.41687
43.63908,-79.53685
43.66439,-79.37451
43.67794,-79.31038
43.67393,-79.40785
43.6629,-79.40383
43.63778,-79.4019
43.67164,-79.44655
43.64435,-79.39892
43.65155,-79.43409
43.66405,-79.34244
43.68069,-79.29265
43.66506,-79.4357
43.6511,-79.40669
43.65383,-79.46771
43.67673,-79.33723
43.64242,-79.38209
43.65901,-79.38084
43.68714,-79.39854
43.73367,-79.30864
43.68288,-79.42014
43.64413,-79.40837
43.66671,-79.38506
43.64363,-79.37596
43.75143,-79.46421
43.64519,-79.398
43.61882,-79.50926
43.64797,-79.39333
43.64907,-79.43444
43.6699,-79.31866
43.63971,-79.43165
43.69851,-79.38733
43.67949,-79.4591
43.66999,-79.30355
43.66204,-79.42504
43.61939,-79.50776
43.66792,-79.38048
43.65587,-79.38448
43.64413,-79.40197
43.64345,-79.3909
43.63995,-79.38036
43.63905,-79.42455
43.63919,-79.41342
43.71711,-79.27696
43.65971,-79.45377
43.66939,-79.38443
43.64772,-79.40116
43.64019,-79.38422
43.65748,-79.41228
43.65371,-79.37504
43.6518,-79.43837
43.67103,-79.38904
43.70855,-79.44013
43.64793,-79.4815
43.65148,-79.43684
43.7734,-79.41956
43.76831,-79.36958
43.6441,-79.39194
43.64755,-79.3779
43.65883,-79.38587
43.64808,-79.58857
43.69611,-79.34077
43.67766,-79.30599
43.64457,-79.39128
43.6429,-79.39106
43.66094,-79.42363
43.70453,-79.29039
43.69337,-79.29998
43.69173,-79.30023
43.65476,-79.41402
43.64007,-79.38111
43.67819,-79.34221
43.71628,-79.37704
43.64536,-79.39856
43.67465,-79.40802
43.75359,-79.41908
43.64466,-79.39047
43.64887,-79.43588
43.65688,-79.45797
43.78008,-79.41766
43.64662,-79.44193
43.66942,-79.41128
43.64109,-79.38228
43.65939,-79.44439
43.6564,-79.38458
43.66508,-79.37335
43.6833,-79.42441
43.64414,-79.38879
43.66285,-79.42296
43.65671,-79.38692
43.67191,-79.38951
43.63918,-79.39643
43.65372,-79.46908
43.63215,-79.49596
43.68997,-79.33884
43.71042,-79.4057
43.68203,-79.40489
43.78847,-79.40747
43.65699,-79.39716
43.67153,-79.38898
43.64095,-79.39601
43.64782,-79.42394
43.68954,-79.43733
43.64281,-79.3826
43.63953,-79.39734
43.77221,-79.42087
43.66749,-79.36944
43.66268,-79.40488
43.68031,-79.43026
43.65367,-79.38945
43.66988,-79.39364
43.64108,-79.39848
43.65108,-79.43523
43.67334,-79.33652
43.64062,-79.37999
43.70617,-79.3947
43.64521,-79.38986
43.72695,-79.4045
43.65275,-79.38396
43.64912,-79.42227
43.63993,-79.39403
43.659,-79.34219
43.70756,-79.29931
43.66139,-79.41799
43.67065,-79.34997
43.64556,-79.39162
43.6441,-79.40095
43.65219,-79.39071
43.65767,-79.44682
43.71212,-79.38503
43.66444,-79.35378
43.64987,-79.47773
43.65801,-79.36902
43.74679,-79.26539
43.63655,-79.40509
43.70993,-79.39775
43.64047,-79.39447
43.64272,-79.38069
43.7733,-79.25377
43.64108,-79.38279
43.63738,-79.44144
43.77157,-79.41963
43.64305,-79.40192
43.77954,-79.28169
43.64882,-79.4059
43.75696,-79.19966
43.64136,-79.41646
43.77285,-79.24764
43.66774,-79.49912
43.65248,-79.42967
43.73554,-79.23512
43.63635,-79.43798
43.6543,-79.37508
43.64297,-79.39875
43.65444,-79.40144
43.65817,-79.4663
43.63715,-79.40684
43.66477,-79.38534
43.69323,-79.39701
43.66746,-79.37871
43.64384,-79.42665
43.64944,-79.39311
43.62472,-79.48803
43.6795,-79.40928
43.69984,-79.42804
43.70752,-79.44369
43.64287,-79.3799
43.64313,-79.3811
43.63811,-79.39823
43.69422,-79.3512
43.66695,-79.38742
43.65131,-79.42593
43.65144,-79.4112
43.6579,-79.46373
43.67135,-79.31015
43.63609,-79.40212
43.77509,-79.33653
43.69596,-79.2917
43.63857,-79.41619
43.65502,-79.51519
43.78378,-79.40352
43.6674,-79.47494
43.67468,-79.43678
43.64466,-79.52964
43.63895,-79.55589
43.64047,-79.38961
43.64812,-79.4049
43.64325,-79.38962
43.73967,-79.30746
43.62398,-79.47871
43.65819,-79.39569
43.68407,-79.32655
43.66211,-79.33013
43.66396,-79.44099
43.66187,-79.33014
43.70122,-79.40785
43.66205,-79.33031
43.65999,-79.3303
43.66002,-79.32966
43.7065,-79.46617
43.69384,-79.42282
43.63768,-79.40385
43.69708,-79.55276
43.64351,-79.45223
43.69988,-79.29945
43.65944,-79.38487
43.64997,-79.43634
43.67145,-79.38415
43.67179,-79.38609
43.66167,-79.41151
43.64129,-79.40333
43.66553,-79.3718
43.66986,-79.30759
43.65353,-79.37568
43.65552,-79.374
43.7147,-79.39226
43.66438,-79.46558
43.66937,-79.29334
43.64062,-79.43653
43.65983,-79.38224
43.66759,-79.37804
43.67071,-79.41377
43.64274,-79.40278
43.65043,-79.4803
43.64779,-79.406
43.78962,-79.13259
43.66469,-79.37812
43.66971,-79.38555
43.64565,-79.39784
43.75051,-79.46506
43.70406,-79.27449
43.65553,-79.42247
43.66584,-79.43876
43.6934,-79.32468
43.6708,-79.28852
43.67468,-79.40562
43.63922,-79.42565
43.68255,-79.38899
43.64189,-79.38116
43.64846,-79.48582
43.6684,-79.42146
43.67217,-79.39104
43.64358,-79.52884
43.64275,-79.3826
43.64515,-79.3923
43.66901,-79.37243
43.7689,-79.41203
43.65663,-79.36978
43.63759,-79.41581
43.65092,-79.41008
43.64822,-79.40448
43.65175,-79.41134
43.65096,-79.41093
43.64777,-79.41599
43.65024,-79.43883
43.65837,-79.33411
43.64448,-79.44854
43.71017,-79.52257
43.64871,-79.38796
43.6392,-79.38038
43.66375,-79.37734
43.67818,-79.31067
43.75971,-79.40924
43.6434,-79.40127
43.64322,-79.38921
43.68908,-79.29369
43.707,-79.53152
43.67093,-79.48265
43.70661,-79.39843
43.66702,-79.38832
43.66714,-79.41962
43.66693,-79.38921
43.61293,-79.49039
43.73064,-79.21518
43.67188,-79.39296
43.79348,-79.28886
43.79873,-79.3217
43.64318,-79.44145
43.69065,-79.26848
43.64355,-79.42695
43.69817,-79.44787
43.79273,-79.28636
43.68925,-79.28749
43.64769,-79.42408
43.70447,-79.41802
43.66531,-79.45519
43.71563,-79.35431
43.64814,-79.38822
43.78083,-79.4487
43.6419,-79.38335
43.64472,-79.4025
43.64081,-79.39807
43.6397,-79.39853
43.6412,-79.39673
43.66729,-79.38899
43.6447,-79.4007
43.63756,-79.39831
43.6683,-79.37535
43.69361,-79.51977
43.71035,-79.39115
43.63634,-79.40548
43.64217,-79.41519
43.67124,-79.39494
43.76927,-79.40098
43.76069,-79.40851
43.64094,-79.39452
43.73822,-79.44856
43.64198,-79.38296
43.68868,-79.44145
43.65741,-79.41959
43.64974,-79.39534
43.66023,-79.41203
43.66885,-79.39003
43.64644,-79.39754
43.66015,-79.36335
43.70731,-79.39354
43.72451,-79.26397
43.64863,-79.38764
43.78941,-79.4171
43.65526,-79.39961
43.64832,-79.42988
43.64199,-79.38089
43.65381,-79.40484
43.67463,-79.29742
43.73966,-79.30813
43.71272,-79.39412
43.64363,-79.42517
43.63757,-79.40362
43.66756,-79.37028
43.80354,-79.36391
43.64717,-79.43041
43.64208,-79.52655
43.79316,-79.28383
43.63963,-79.4169
43.66944,-79.39354
43.66431,-79.44689
43.65033,-79.40419
43.65228,-79.44945
43.73191,-79.5774
43.76324,-79.2908
43.64321,-79.41207
43.64656,-79.39726
43.67133,-79.39506
43.67731,-79.49549
43.64258,-79.38157
43.66588,-79.57695
43.65559,-79.36536
43.66771,-79.37894
43.6376,-79.46627
43.6606,-79.38146
43.68688,-79.33857
43.64371,-79.40124
43.64783,-79.40461
43.67345,-79.39247
43.78094,-79.41969
43.65541,-79.35723
43.68197,-79.32888
43.76197,-79.28862
43.66603,-79.38292
43.72961,-79.31097
43.64155,-79.41334
43.67774,-79.32811
43.6453,-79.37756
43.6557,-79.37863
43.64176,-79.38311
43.64533,-79.38861
43.64524,-79.38888
43.66374,-79.30972
43.63827,-79.39817
43.76512,-79.41409
43.62535,-79.47746
43.68403,-79.42486
43.64623,-79.40838
43.64124,-79.42313
43.64138,-79.38205
43.66256,-79.32754
43.63878,-79.5658
43.63931,-79.44308
43.63678,-79.56439
43.64464,-79.43476
43.73625,-79.41224
43.64475,-79.43511
43.64784,-79.39975
43.64766,-79.4157
43.6474,-79.41672
43.68631,-79.33724
43.67003,-79.37927
43.77134,-79.42618
43.77997,-79.42442
43.77881,-79.42434
43.66814,-79.37949
43.65284,-79.47578
43.7577,-79.4075
43.65949,-79.45787
43.75198,-79.49008
43.6442,-79.52974
43.78147,-79.4506
43.66419,-79.37014
43.64062,-79.38911
43.64352,-79.40207
43.65099,-79.35861
43.59611,-79.52621
43.67114,-79.31745
43.68503,-79.4204
43.63959,-79.4226
43.73475,-79.23211
43.63808,-79.56409
43.6368,-79.40112
43.77278,-79.18462
43.67381,-79.36984
43.64151,-79.41671
43.66593,-79.45799
43.71116,-79.29548
43.64272,-79.38262
43.66408,-79.43695
43.68012,-79.44285
43.68791,-79.33799
43.79621,-79.29351
43.65487,-79.37621
43.63871,-79.39183
43.64975,-79.38818
43.70826,-79.28844
43.63914,-79.39663
43.64718,-79.3949
43.78349,-79.41472
43.67661,-79.41268
43.80452,-79.36228
43.66034,-79.41842
43.62465,-79.48924
43.76093,-79.40829
43.63672,-79.40007
43.64002,-79.3978
43.79423,-79.28224
43.64628,-79.40063
43.72549,-79.43345
43.72402,-79.26473
43.65501,-79.39653
43.70733,-79.46487
43.64962,-79.40555
43.64293,-79.38336
43.67131,-79.38735
43.68578,-79.53208
43.63978,-79.4174
43.66768,-79.33608
43.6543,-79.37518
43.66732,-79.38621
43.65853,-79.44144
43.68259,-79.34096
43.6881,-79.30048
43.64241,-79.41691
43.6493,-79.37092
43.66761,-79.37608
43.72368,-79.44224
43.75936,-79.40941
43.77796,-79.42309
43.77969,-79.22295
43.66647,-79.3766
43.67329,-79.40095
43.66302,-79.41974
43.6607,-79.3409
43.66433,-79.57185
43.66965,-79.38799
43.64324,-79.40955
43.79367,-79.2917
43.77633,-79.42209
43.67246,-79.38833
43.65503,-79.41906
43.66818,-79.32542
43.66547,-79.37468
43.6855,-79.352
43.77456,-79.42398
43.76098,-79.40947
43.65339,-79.43742
43.80455,-79.36196
43.64625,-79.37082
43.65755,-79.3973
43.67765,-79.42525
43.64339,-79.38996
43.65457,-79.43069
43.71414,-79.45371
43.64487,-79.38839
43.66947,-79.43391
43.67952,-79.42624
43.64497,-79.40187
43.70672,-79.46686
43.658,-79.46688
43.66841,-79.38009
43.77041,-79.40585
43.65171,-79.4114
43.77789,-79.15925
43.67165,-79.39496
43.66574,-79.37282
43.805,-79.36211
43.73628,-79.41011
43.63991,-79.39808
43.62158,-79.48203
43.64195,-79.39284
43.65591,-79.46675
43.64322,-79.39144
43.63948,-79.39654
43.81606,-79.30514
43.64031,-79.3838
43.66447,-79.35856
43.66521,-79.38759
43.65311,-79.39732
43.63379,-79.43493
43.66525,-79.32531
43.78156,-79.40748
43.76214,-79.4026
43.64528,-79.39879
43.66621,-79.37297
43.64982,-79.3804
43.64389,-79.37978
43.66418,-79.45621
43.81451,-79.27049
43.67374,-79.28605
43.65485,-79.37559
43.70489,-79.36568
43.66061,-79.42867
43.65655,-79.40302
43.65169,-79.36711
43.63981,-79.39768
43.65238,-79.43099
43.63959,-79.39047
43.65019,-79.40313
43.65004,-79.40458
43.72323,-79.61654
43.76789,-79.40225
43.76808,-79.40321
43.66112,-79.4288
43.66484,-79.33162
43.78181,-79.13116
43.66792,-79.38815
43.69547,-79.29172
43.70836,-79.39559
43.68539,-79.53104
43.68791,-79.42263
43.72654,-79.51117
43.63926,-79.39752
43.64139,-79.38261
43.67809,-79.45652
43.65159,-79.41442
43.63966,-79.39769
43.64663,-79.42181
43.77287,-79.41174
43.63522,-79.40525
43.63639,-79.41903
43.64381,-79.39342
43.69321,-79.31752
43.66189,-79.36925
43.792,-79.28383
43.66955,-79.37211
43.66051,-79.33672
43.67226,-79.37512
43.68809,-79.46731
43.66534,-79.45129
43.6411,-79.39742
43.67114,-79.32964
43.63577,-79.43037
43.64245,-79.38261
43.65051,-79.48532
43.66999,-79.29947
43.6379,-79.40468
43.69619,-79.45618
43.64189,-79.4255
43.64103,-79.38307
43.66607,-79.38887
43.77205,-79.41237
43.67249,-79.40729
43.68256,-79.44639
43.65541,-79.40308
43.77034,-79.41307
43.65992,-79.35122
43.65827,-79.38356
43.76855,-79.4028
43.64676,-79.41566
43.69624,-79.32991
43.71941,-79.55238
43.79362,-79.28168
43.79234,-79.28381
43.76864,-79.26201
43.64016,-79.56039
43.64179,-79.4008
43.81721,-79.31705
43.76017,-79.41099
43.63979,-79.53668
43.64818,-79.4057
43.64282,-79.40112
43.64219,-79.38241
43.63753,-79.40675
43.74247,-79.24404
43.81614,-79.31543
43.81807,-79.31636
43.81637,-79.31629
43.65097,-79.47629
43.63629,-79.43697
43.63753,-79.40615
43.70384,-79.4182
43.70479,-79.40974
43.64862,-79.38757
43.62228,-79.50235
43.64287,-79.38278
43.686,-79.30949
43.65811,-79.3719
43.65872,-79.37177
43.63966,-79.39934
43.70971,-79.28315
43.64297,-79.424
43.6973,-79.52522
43.61884,-79.50517
43.64308,-79.38138
43.64531,-79.41606
43.65609,-79.36383
43.68113,-79.32622
43.68186,-79.41709
43.64377,-79.38862
43.66287,-79.37656
43.70501,-79.52718
43.64244,-79.4032
43.6681,-79.38327
43.64805,-79.40249
43.69692,-79.45525
43.64429,-79.39866
43.65286,-79.36553
43.69236,-79.39679
43.68357,-79.52511
43.69265,-79.39586
43.76528,-79.41007
43.65122,-79.39876
43.66949,-79.42582
43.66244,-79.42993
43.63951,-79.39782
43.7779,-79.41677
43.70737,-79.36343
43.79739,-79.41284
43.708,-79.35532
43.67519,-79.50157
43.79378,-79.32399
43.65579,-79.37253
43.65389,-79.42098
43.67229,-79.38594
43.6615,-79.3813
43.66945,-79.45773
43.64617,-79.39132
43.65389,-79.35556
43.70411,-79.25534
43.66756,-79.38734
43.68352,-79.33967
43.64971,-79.38798
43.78654,-79.30943
43.63949,-79.39483
43.64268,-79.38282
43.67525,-79.39579
43.6668,-79.38303
43.67682,-79.41224
43.66184,-79.42168
43.66931,-79.37877
43.64237,-79.38135
43.6413,-79.38161
43.65593,-79.36495
43.78243,-79.12992
43.64781,-79.36504
43.63579,-79.42758
43.64118,-79.38345
43.68797,-79.41378
43.67077,-79.39466
43.66023,-79.38081
43.64361,-79.38995
43.64364,-79.38915
43.64413,-79.39664
43.68336,-79.43388
43.65874,-79.3684
43.66477,-79.43501
43.63867,-79.41347
43.76824,-79.34075
43.6417,-79.42586
43.64061,-79.39715
43.6436,-79.38044
43.64494,-79.43399
43.67089,-79.39364
43.75266,-79.46592
43.77358,-79.4116
43.64235,-79.38282
43.64652,-79.39658
43.80238,-79.37409
43.64517,-79.40078
43.78098,-79.24727
43.64709,-79.45138
43.64828,-79.39175
43.71485,-79.45529
43.66882,-79.42388
43.63769,-79.40495
43.63905,-79.41532
43.6446,-79.39152
43.78082,-79.41272
43.66027,-79.47939
43.65385,-79.43252
43.70499,-79.44111
43.70022,-79.39076
43.78063,-79.41447
43.64524,-79.40314
43.64914,-79.41116
43.65033,-79.41172
43.68504,-79.3436
43.64093,-79.38225
43.6832,-79.30926
43.66832,-79.38738
43.70581,-79.27776
43.64067,-79.40651
43.66987,-79.3831
43.66327,-79.36315
43.68,-79.32454
43.66143,-79.45073
43.66252,-79.38534
43.64076,-79.39848
43.70102,-79.44187
43.63709,-79.39164
43.64439,-79.58485
43.66023,-79.37261
43.76068,-79.40925
43.63522,-79.42927
43.63522,-79.4882
43.77797,-79.42189
43.64189,-79.44184
43.6565,-79.41559
43.74019,-79.37648
43.66128,-79.447
43.76239,-79.33062
43.64211,-79.42414
43.64439,-79.38991
43.68619,-79.42879
43.68458,-79.34823
43.65232,-79.43339
43.64108,-79.38399
43.66628,-79.37504
43.76139,-79.41101
43.76028,-79.41044
43.64649,-79.38115
43.77133,-79.41066
43.76015,-79.41102
43.75993,-79.41025
43.63996,-79.39747
43.67592,-79.4647
43.6692,-79.37368
43.65453,-79.37352
43.65785,-79.38258
43.64951,-79.43125
43.6369,-79.40185
43.64201,-79.3825
43.77589,-79.33688
43.64097,-79.38303
43.72668,-79.51079
43.65692,-79.41008
43.64087,-79.44241
43.67062,-79.37833
43.75081,-79.37717
43.6843,-79.53199
43.66604,-79.43486
43.80971,-79.36388
43.64954,-79.39254
43.64194,-79.44024
43.64493,-79.40003
43.64147,-79.44972
43.72239,-79.25935
43.64782,-79.45307
43.6235,-79.52468
43.67069,-79.39073
43.65827,-79.41058
43.70586,-79.5271
43.66425,-79.30794
43.64724,-79.39275
43.75116,-79.37617
43.75264,-79.3775
43.65454,-79.38013
43.64417,-79.38132
43.65007,-79.42124
43.65137,-79.38174
43.64308,-79.42216
43.64389,-79.39047
43.63944,-79.39801
43.64449,-79.40221
43.64242,-79.38255
43.66343,-79.35892
43.65381,-79.41584
43.75691,-79.5126
43.64336,-79.38512
43.64063,-79.39687
43.64332,-79.39026
43.71299,-79.39258
43.64489,-79.45621
43.72505,-79.40334
43.70729,-79.39921
43.5969,-79.50308
43.6425,-79.38114
43.75996,-79.41203
43.6714,-79.39327
43.65526,-79.39366
43.67205,-79.3259
43.64244,-79.38258
43.6641,-79.38476
43.75866,-79.32203
43.68519,-79.42386
43.79536,-79.33786
43.66122,-79.33997
43.65719,-79.38467
43.72251,-79.54267
43.65217,-79.34124
43.68462,-79.43921
43.65578,-79.37468
43.63689,-79.42709
43.65798,-79.4067
43.67052,-79.39405
43.63921,-79.41542
43.64028,-79.42751
43.64568,-79.3923
43.71282,-79.39468
43.642,-79.42394
43.65619,-79.46384
43.801,-79.37391
43.67131,-79.39511
43.68007,-79.44994
43.65192,-79.45253
43.65942,-79.33961
43.62411,-79.48629
43.67673,-79.4136
43.63928,-79.39953
43.67501,-79.34407
43.66627,-79.37077
43.67324,-79.35324
43.64058,-79.38367
43.64606,-79.41768
43.64258,-79.38281
43.77189,-79.42157
43.66734,-79.38192
43.64719,-79.45547
43.64089,-79.38256
43.65069,-79.41859
43.69519,-79.39704
43.6797,-79.49731
43.64792,-79.36447
43.77943,-79.36919
43.67072,-79.4204
43.65486,-79.36294
43.64369,-79.38844
43.67497,-79.39403
43.65027,-79.42625
43.72849,-79.27176
43.64442,-79.40185
43.64321,-79.38024
43.65656,-79.36856
43.66804,-79.31392
43.64495,-79.37984
43.64205,-79.44638
43.66933,-79.37904
43.67143,-79.39473
43.69464,-79.30727
43.64341,-79.42431
43.69866,-79.27009
43.64553,-79.41393
43.65646,-79.40604
43.66326,-79.45033
43.6503,-79.3832
43.64392,-79.42459
43.63821,-79.46994
43.68259,-79.3098
43.77011,-79.31192
43.63973,-79.42318
43.69746,-79.39263
43.66268,-79.3834
43.67999,-79.41328
43.65002,-79.37982
43.69161,-79.31113
43.70611,-79.25476
43.69517,-79.4287
43.63406,-79.4354
43.66767,-79.38535
43.65894,-79.36963
43.64475,-79.41281
43.65045,-79.41602
43.6431,-79.38202
43.65089,-79.36879
43.64451,-79.40203
43.59945,-79.50548
43.67163,-79.41953
43.63862,-79.39631
43.63875,-79.42764
43.63826,-79.38994
43.655,-79.36521
43.72939,-79.48815
43.64507,-79.39495
43.60591,-79.49383
43.66339,-79.37652
43.64661,-79.41876
43.75062,-79.3796
43.66096,-79.38409
43.69748,-79.56064
43.70973,-79.39551
43.77124,-79.35415
43.67857,-79.56607
43.64237,-79.39934
43.65643,-79.40428
43.65436,-79.3799
43.63638,-79.40146
43.64877,-79.39162
43.76971,-79.42388
43.78616,-79.26002
43.67962,-79.43913
43.65365,-79.40061
43.67393,-79.40332
43.66886,-79.34922
43.65191,-79.37157
43.64783,-79.43125
43.65019,-79.3855
43.65068,-79.3842
43.6563,-79.47174
43.64305,-79.3794
43.65122,-79.38188
43.68603,-79.39875
43.66912,-79.38091
43.67347,-79.42578
43.6499,-79.38171
43.6464,-79.39688
43.64154,-79.38286
43.64282,-79.38266
43.66917,-79.30868
43.67896,-79.40872
43.68814,-79.41234
43.63948,-79.4161
43.64228,-79.38618
43.79867,-79.33661
43.68552,-79.31789
43.63916,-79.39694
43.79913,-79.22023
43.64308,-79.37995
43.64575,-79.4225
43.63996,-79.43002
43.64538,-79.40811
43.68296,-79.39205
43.67027,-79.37709
43.63812,-79.39878
43.65095,-79.38023
43.68181,-79.44262
43.59782,-79.50649
43.79243,-79.4052
43.70677,-79.52507
43.70779,-79.52706
43.80081,-79.35549
43.6447,-79.40156
43.64349,-79.40054
43.70951,-79.39263
43.6919,-79.39566
43.80104,-79.35447
43.7059,-79.25827
43.66614,-79.37136
43.70114,-79.37711
43.63769,-79.41529
43.65389,-79.52431
43.71132,-79.36615
43.66741,-79.31981
43.64493,-79.39082
43.71551,-79.45359
43.64299,-79.39146
43.67309,-79.31948
43.68603,-79.31168
43.66451,-79.42931
43.65514,-79.40262
43.66214,-79.42127
43.77441,-79.18739
43.7028,-79.31031
43.70924,-79.52056
43.64749,-79.37052
43.70996,-79.52038
43.64724,-79.39377
43.663,-79.37537
43.65409,-79.38396
43.63952,-79.53649
43.61608,-79.50508
43.68559,-79.44507
43.64163,-79.38201
43.63797,-79.40579
43.65094,-79.38386
43.659,-79.45767
43.64304,-79.37881
43.64131,-79.4169
43.6524,-79.39418
43.78193,-79.24612
43.66024,-79.33525
43.64107,-79.44168
43.75903,-79.4216
43.68028,-79.41296
43.77152,-79.41007
43.65055,-79.43252
43.63919,-79.42496
43.67588,-79.39983
43.70118,-79.42107
43.6615,-79.47958
43.67552,-79.43177
43.65727,-79.35869
43.64294,-79.40048
43.7833,-79.43856
43.68896,-79.29469
43.64117,-79.39035
43.66027,-79.42508
43.79583,-79.22123
43.72427,-79.61732
43.64327,-79.39251
43.64257,-79.38075
43.6448,-79.39132
43.65834,-79.35717
43.65696,-79.35766
43.66501,-79.42345
43.65436,-79.39558
